the_geom,unique_id,site_name,on_year,manufac,model,type_tower,MW_turbine,total_ht,tower_h,blade_l,rotor_dia,rotor_s_a,lat_DD,long_DD,state,county,conf_attr,conf_loc,WENDI_name,EIA_name,FAA_jdate,FAA_AGL,FAA_ORS,image_name,image_year,comments
MULTIPOINT ((-104.0361384080001 40.871375573999984)),16966,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.8714,-104.0361,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007231,100,08-001390,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.8348042070001 40.871459471600026)),16967,Cedar Creek 2,2011,Nordex,N90,monopole,2.5,125,80,45,90,6361.72,40.8715,-103.8348,CO,Weld,2,2,Cedar Creek II (Nordex),Cedar Creek Wind,2011126,125,08-020498,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.8592957260001 40.87182401060009)),16968,Cedar Creek 2,2011,Nordex,N90,monopole,2.5,125,80,45,90,6361.72,40.8718,-103.8593,CO,Weld,2,2,Cedar Creek II (Nordex),Cedar Creek Wind,2011153,125,08-020544,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.8312283930001 40.87244481390004)),16969,Cedar Creek 2,2011,Nordex,N90,monopole,2.5,125,80,45,90,6361.72,40.8724,-103.8312,CO,Weld,2,2,Cedar Creek II (Nordex),Cedar Creek Wind,2011125,125,08-020499,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.0736452580001 40.87265868090006)),16970,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.8727,-104.0736,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2008126,100,08-020166,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.39088890300012 40.9617235732001)),17406,Peetz Wind,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9617,-103.3909,CO,Logan,2,2,Unknown,Unknown,2007182,119,08-001357,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.8647360050001 40.87282577880012)),16971,Cedar Creek 2,2011,Nordex,N90,monopole,2.5,125,80,45,90,6361.72,40.8728,-103.8647,CO,Weld,2,2,Cedar Creek II (Nordex),Cedar Creek Wind,2011065,125,08-020495,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.8513235050001 40.87285456649999)),16972,Cedar Creek 2,2011,Nordex,N90,monopole,2.5,125,80,45,90,6361.72,40.8729,-103.8513,CO,Weld,2,2,Cedar Creek II (Nordex),Cedar Creek Wind,2011152,125,08-020545,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.0348551890001 40.87303921650002)),16973,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.873,-104.0349,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007231,100,08-001389,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.8475720170001 40.873588291100006)),16974,Cedar Creek 2,2011,Nordex,N90,monopole,2.5,125,80,45,90,6361.72,40.8736,-103.8476,CO,Weld,2,2,Cedar Creek II (Nordex),Cedar Creek Wind,2011152,125,08-020546,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.0719787820001 40.87383219680004)),16975,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.8738,-104.072,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2008126,100,08-020167,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.8437794680001 40.87400071440005)),16976,Cedar Creek 2,2011,Nordex,N90,monopole,2.5,125,80,45,90,6361.72,40.874,-103.8438,CO,Weld,2,2,Cedar Creek II (Nordex),Cedar Creek Wind,2011124,125,08-020497,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.09177177000012 40.87418696810005)),16977,Cedar Creek 1,2006,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.8742,-104.0918,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007154,119,08-001320,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.9207943510001 40.87422465450007)),16978,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.8742,-103.9208,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007085,100,08-001219,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.06997969600012 40.875131666000065)),16979,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.8751,-104.07,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2008126,100,08-020168,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.9178665760001 40.87516728090013)),16980,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.8752,-103.9179,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2012212,100,08-020091,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.9152591520001 40.875985234500014)),16981,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.876,-103.9153,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2012212,100,08-020090,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.0900696540001 40.87609129789995)),16982,Cedar Creek 1,2006,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.8761,-104.0901,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007154,119,08-001319,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.8148117880001 40.876326526500115)),16983,Cedar Creek 2,2011,Nordex,N90,monopole,2.5,125,80,45,90,6361.72,40.8763,-103.8148,CO,Weld,2,2,Cedar Creek II (Nordex),Cedar Creek Wind,2011038,125,08-020417,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.0358997630001 40.87642332970001)),16984,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.8764,-104.0359,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007231,100,08-001388,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.01640841500011 40.87643118490006)),16985,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.8764,-104.0164,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007287,100,08-001456,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.8109235390001 40.8766961216001)),16986,Cedar Creek 2,2011,Nordex,N90,monopole,2.5,125,80,45,90,6361.72,40.8767,-103.8109,CO,Weld,2,2,Cedar Creek II (Nordex),Cedar Creek Wind,2011038,125,08-020412,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.9124322230001 40.87675771750002)),16987,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.8768,-103.9124,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2012212,100,08-020089,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.01482369200009 40.877432552900025)),16988,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.8774,-104.0148,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007287,100,08-001455,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.0254761080001 40.8775006734)),16989,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.8775,-104.0255,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007287,100,08-001460,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.0340820870001 40.87762098250009)),16990,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.8776,-104.0341,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2011145,100,08-001415,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.9105858300001 40.87800869590002)),16991,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.878,-103.9106,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2012212,100,08-020088,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.0324093030001 40.87868530220005)),16992,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.8787,-104.0324,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007238,100,08-001414,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.0237179760001 40.87872902779998)),16993,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.8787,-104.0237,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007287,100,08-001459,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.06610792000009 40.87878763500003)),16994,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.8788,-104.0661,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2008126,100,08-020169,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.01223295000011 40.87883388800007)),16995,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.8788,-104.0122,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007252,100,08-001436,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.0895557600001 40.87902740530002)),16996,Cedar Creek 1,2006,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.879,-104.0896,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007154,119,08-001318,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.9014503070001 40.879154030000116)),16997,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.8792,-103.9015,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2008039,100,08-020093,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.9088602140001 40.87918389030006)),16998,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.8792,-103.9089,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2012209,100,08-020087,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.9048223280001 40.879332201700024)),16999,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.8793,-103.9048,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2008039,100,08-020094,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.00944372900011 40.879624780600025)),17000,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.8796,-104.0094,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007301,100,08-001503,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.02229058500009 40.88030467260003)),17001,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.8803,-104.0223,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007287,100,08-001458,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.0074225690001 40.88051196820007)),17002,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.8805,-104.0074,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007301,100,08-001502,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.0651660640001 40.88080348530008)),17003,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.8808,-104.0652,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2008126,100,08-020170,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.8993169520001 40.88118450400006)),17004,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.8812,-103.8993,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2008039,100,08-020092,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.0054224600001 40.881281518300135)),17005,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.8813,-104.0054,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007301,100,08-001501,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.8200680930001 40.8813392601)),17006,Cedar Creek 2,2011,Nordex,N90,monopole,2.5,125,80,45,90,6361.72,40.8813,-103.8201,CO,Weld,2,2,Cedar Creek II (Nordex),Cedar Creek Wind,2011038,125,08-020411,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.98521937300012 40.881730114200174)),17007,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.8817,-103.9852,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007301,100,08-001498,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.02078656700012 40.88187802450004)),17008,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.8819,-104.0208,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007287,100,08-001457,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.8455355170001 40.88189796900005)),17009,Cedar Creek 2,2011,Nordex,N90,monopole,2.5,125,80,45,90,6361.72,40.8819,-103.8455,CO,Weld,2,2,Cedar Creek II (Nordex),Cedar Creek Wind,2011131,125,08-020505,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.98980717700012 40.88197593500007)),17010,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.882,-103.9898,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007301,100,08-001499,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.9942188890001 40.88205112549997)),17011,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.8821,-103.9942,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007301,100,08-001500,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.0888460990001 40.88250267819999)),17012,Cedar Creek 1,2006,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.8825,-104.0888,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007168,119,08-001329,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.06419718100011 40.88271730820003)),17013,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.8827,-104.0642,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2008126,100,08-020155,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.0318375630001 40.88301682000001)),17014,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.883,-104.0318,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007238,100,08-001413,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.8992312440001 40.88374665310005)),17015,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.8837,-103.8992,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007315,100,08-001588,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.0303691540001 40.88444150960001)),17016,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.8844,-104.0304,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007238,100,08-001412,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.08892912900009 40.884788220700045)),17017,Cedar Creek 1,2006,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.8848,-104.0889,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007168,119,08-001328,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.8209841270001 40.885782309800106)),17018,Cedar Creek 2,2011,Nordex,N90,monopole,2.5,125,80,45,90,6361.72,40.8858,-103.821,CO,Weld,2,2,Cedar Creek II (Nordex),Cedar Creek Wind,2011038,125,08-020416,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.85397072800009 40.887401786700046)),17019,Cedar Creek 2,2011,Nordex,N90,monopole,2.5,125,80,45,90,6361.72,40.8874,-103.854,CO,Weld,2,2,Cedar Creek II (Nordex),Cedar Creek Wind,2011152,125,08-020547,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.8583053380001 40.88770888310016)),17020,Cedar Creek 2,2011,Nordex,N90,monopole,2.5,125,80,45,90,6361.72,40.8877,-103.8583,CO,Weld,2,2,Cedar Creek II (Nordex),Cedar Creek Wind,2011125,125,08-020500,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.3378105290001 40.96801239199994)),17433,Peetz Wind,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.968,-103.3378,CO,Logan,2,2,Unknown,Unknown,2007140,119,08-001305,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.09825822800013 40.88774105889995)),17021,Cedar Creek 1,2006,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.8877,-104.0983,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007168,119,08-001327,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.0655315050001 40.8881406788)),17022,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.8881,-104.0655,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2008126,100,08-020156,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.8503620470001 40.88831776889998)),17023,Cedar Creek 2,2011,Nordex,N90,monopole,2.5,125,80,45,90,6361.72,40.8883,-103.8504,CO,Weld,2,2,Cedar Creek II (Nordex),Cedar Creek Wind,2011129,125,08-020510,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.06429437400013 40.8896560657001)),17024,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.8897,-104.0643,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2008126,100,08-020157,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.0957119550001 40.889756445400074)),17025,Cedar Creek 1,2006,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.8898,-104.0957,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007168,119,08-001326,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.0280156610001 40.88990782660006)),17026,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.8899,-104.028,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007238,100,08-001411,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.8120281950001 40.89034917000007)),17027,Cedar Creek 2,2011,Nordex,N90,monopole,2.5,125,80,45,90,6361.72,40.8903,-103.812,CO,Weld,2,2,Cedar Creek II (Nordex),Cedar Creek Wind,2011038,125,08-020409,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.8482394110001 40.890718081000074)),17028,Cedar Creek 2,2011,Nordex,N90,monopole,2.5,125,80,45,90,6361.72,40.8907,-103.8482,CO,Weld,2,2,Cedar Creek II (Nordex),Cedar Creek Wind,2011051,125,08-020501,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.9992062310001 40.89085943940013)),17029,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.8909,-103.9992,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007301,100,08-001496,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.06311266000012 40.89116744190004)),17030,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.8912,-104.0631,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2008126,100,08-020158,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.09366597400013 40.891432317200056)),17031,Cedar Creek 1,2006,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.8914,-104.0937,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2012125,119,08-001325,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.8185900270001 40.8915072292)),17032,Cedar Creek 2,2011,Nordex,N90,monopole,2.5,125,80,45,90,6361.72,40.8915,-103.8186,CO,Weld,2,2,Cedar Creek II (Nordex),Cedar Creek Wind,2011038,125,08-020410,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.9977152430001 40.89226205410003)),17033,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.8923,-103.9977,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007301,100,08-001495,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.0278953410001 40.89254092980003)),17034,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.8925,-104.0279,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007287,100,08-001454,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.0900551550001 40.89256348110006)),17035,Cedar Creek 1,2006,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.8926,-104.0901,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2012124,119,08-001324,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.0613782420001 40.89257515550005)),17036,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.8926,-104.0614,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2008126,100,08-020159,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.0851095200001 40.892771151100156)),17037,Cedar Creek 1,2006,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.8928,-104.0851,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2012124,119,08-001323,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.9956834730001 40.893164205600065)),17038,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.8932,-103.9957,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007294,100,08-001494,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.0803879860001 40.89333834909997)),17039,Cedar Creek 1,2006,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.8933,-104.0804,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007154,119,08-001322,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.0258575980001 40.89357895460004)),17040,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.8936,-104.0259,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007287,100,08-001450,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.0594485190001 40.893878563)),17041,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.8939,-104.0594,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2008126,100,08-020160,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.0238258800001 40.894700755599956)),17042,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.8947,-104.0238,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007287,100,08-001448,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.0571475260001 40.894771508800034)),17043,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.8948,-104.0571,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2008056,100,08-020120,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.0779385570001 40.89505549000006)),17044,Cedar Creek 1,2006,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.8951,-104.0779,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2008176,119,08-001317,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.9037534440001 40.89513646190003)),17045,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.8951,-103.9038,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007315,100,08-001587,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.0206488430001 40.89532659050002)),17046,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.8953,-104.0206,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007231,100,08-001387,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.8499726360001 40.895607503100074)),17047,Cedar Creek 2,2011,Nordex,N90,monopole,2.5,125,80,45,90,6361.72,40.8956,-103.85,CO,Weld,2,2,Cedar Creek II (Nordex),Cedar Creek Wind,2011126,125,08-020502,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.9889919840001 40.896305660500104)),17048,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.8963,-103.989,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007294,100,08-001493,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.05578960200013 40.89661840290003)),17049,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.8966,-104.0558,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2008056,100,08-020119,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.9293815120001 40.89674506870002)),17050,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.8967,-103.9294,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007308,100,08-001574,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.92123629600013 40.89675975580011)),17051,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.8968,-103.9212,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007308,100,08-001571,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.8118422260001 40.896887406000026)),17052,Cedar Creek 2,2011,Nordex,N90,monopole,2.5,125,80,45,90,6361.72,40.8969,-103.8118,CO,Weld,2,2,Cedar Creek II (Nordex),Cedar Creek Wind,2011038,125,08-020408,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.2386365060001 40.8970011923)),17053,Logan Wind Energy,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.897,-103.2386,CO,Logan,2,2,Unknown,Unknown,2007344,119,08-020060,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.94455413000011 40.89710762040002)),17054,Cedar Creek 1,2007,Mitsubishi,MWT1000A,monopole,1,98.7,68,29.5,61.4,2960.92,40.8971,-103.9446,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007308,100,08-001558,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.7431907020001 40.897298168500015)),17055,Cedar Creek 2,2011,Nordex,N90,monopole,2.5,125,80,45,90,6361.72,40.8973,-103.7432,CO,Weld,2,2,Cedar Creek II (Nordex),Cedar Creek Wind,2011108,125,08-020481,Bing Maps Aerial,unknown,
